"","X.1","X","status","bed","bath","acre_lot","city","state","house_size","house_price","size_level"
"27984",27984,295393,"for_sale",3,2,0.19,"Englishtown","New Jersey",1964,449.99,"1000-2000"
"27985",27985,295395,"for_sale",3,3,0.03,"Manalapan","New Jersey",1875,569.9,"1000-2000"
"27986",27986,295397,"for_sale",3,3,0.03,"Manalapan","New Jersey",1929,579.9,"1000-2000"
"27987",27987,295399,"for_sale",5,4,0.48,"Englishtown","New Jersey",3287,735,"3000-4000"
"27988",27988,295400,"for_sale",2,3,0.02,"Manalapan","New Jersey",1444,360,"1000-2000"
"27989",27989,295403,"for_sale",2,2,0.17,"Manalapan","New Jersey",1900,645,"1000-2000"
"27990",27990,295406,"for_sale",4,4,0.19,"Englishtown","New Jersey",2378,749,"2000-3000"
"27991",27991,295407,"for_sale",5,6,1,"Manalapan","New Jersey",4342,1150,"4000-5000"
"27992",27992,295408,"for_sale",5,5,1.87,"Manalapan","New Jersey",4100,1186,"4000-5000"
"27993",27993,295424,"for_sale",4,2,0.29,"Neptune Township","New Jersey",2027,625,"2000-3000"
"27994",27994,295455,"for_sale",3,4,0.03,"Port Monmouth","New Jersey",2461,759,"2000-3000"
"27995",27995,295457,"for_sale",4,3,0.23,"Port Monmouth","New Jersey",2136,649.95,"2000-3000"
"27996",27996,295464,"for_sale",6,5,0.45,"West Long Branch","New Jersey",4050,999,"4000-5000"
"27997",27997,295465,"for_sale",3,3,0.4,"West Long Branch","New Jersey",2488,799,"2000-3000"
"27998",27998,295466,"for_sale",3,2,0.2,"West Long Branch","New Jersey",1534,735,"1000-2000"
"27999",27999,295478,"for_sale",2,1,0.09,"Byram Township","New Jersey",1008,230,"1000-2000"
"28000",28000,295479,"for_sale",5,5,1,"Independence Township","New Jersey",3843,685,"3000-4000"
"28001",28001,295480,"for_sale",4,3,0.28,"Hackettstown","New Jersey",2527,530,"2000-3000"
"28002",28002,295482,"for_sale",4,3,1.39,"Frelinghuysen","New Jersey",2205,435,"2000-3000"
"28003",28003,295483,"for_sale",3,1,0.29,"Green Township","New Jersey",1100,289.9,"1000-2000"
"28004",28004,295501,"for_sale",3,2,0.31,"Byram Township","New Jersey",1630,482,"1000-2000"
"28005",28005,295502,"for_sale",4,1,0.68,"Frelinghuysen","New Jersey",2102,139.9,"2000-3000"
"28006",28006,295503,"for_sale",3,1,1.2,"Blairstown","New Jersey",1200,299.5,"1000-2000"
"28007",28007,295505,"for_sale",4,3,1.14,"Blairstown","New Jersey",2204,395,"2000-3000"
"28008",28008,295508,"for_sale",4,4,1.56,"Blairstown","New Jersey",4287,750,"4000-5000"
"28009",28009,295509,"for_sale",4,5,1.01,"Blairstown","New Jersey",5900,749,"5000-6000"
"28010",28010,295512,"for_sale",3,2,1.87,"Frelinghuysen","New Jersey",2028,554.9,"2000-3000"
"28011",28011,295513,"for_sale",3,4,1.66,"Sandyston","New Jersey",1956,199.999,"1000-2000"
"28012",28012,295520,"for_sale",3,2,0.2,"Oakhurst","New Jersey",1918,799,"1000-2000"
"28013",28013,295525,"for_sale",2,1,0.11,"Neptune Township","New Jersey",1332,399.9,"1000-2000"
"28014",28014,295540,"for_sale",4,3,0.14,"Marlboro","New Jersey",2123,549,"2000-3000"
"28015",28015,295555,"for_sale",2,1,0.43,"Montague","New Jersey",1180,149.9,"1000-2000"
"28016",28016,295556,"for_sale",3,2,0.74,"Montague","New Jersey",1744,315.5,"1000-2000"
"28017",28017,295557,"for_sale",6,4,0.39,"Montague","New Jersey",2600,279.9,"2000-3000"
"28018",28018,295559,"for_sale",4,4,0.14,"Sea Bright","New Jersey",4000,1400,"3000-4000"
"28019",28019,295562,"for_sale",4,4,0.23,"Rumson","New Jersey",3990,2300,"3000-4000"
"28020",28020,295564,"for_sale",5,2,1.87,"Rumson","New Jersey",5128,1850,"5000-6000"
"28021",28021,295566,"for_sale",2,1,0.23,"Budd Lake","New Jersey",1008,180,"1000-2000"
"28022",28022,295569,"for_sale",4,3,1,"Mount Olive Township","New Jersey",2852,750,"2000-3000"
"28023",28023,295570,"for_sale",3,2,0.46,"Mount Olive Township","New Jersey",1540,425,"1000-2000"
"28024",28024,295572,"for_sale",4,3,0.96,"Mount Olive Township","New Jersey",3068,699,"3000-4000"
"28025",28025,295576,"for_sale",4,3,0.56,"Mount Olive Township","New Jersey",2700,650,"2000-3000"
"28026",28026,295577,"for_sale",3,4,0.17,"Califon","New Jersey",2462,449.9,"2000-3000"
"28027",28027,295578,"for_sale",2,1,0.28,"Califon","New Jersey",864,275,"<1000"
"28028",28028,295586,"for_sale",4,3,0.59,"Bedminster Twp","New Jersey",2534,799,"2000-3000"
"28029",28029,295589,"for_sale",5,2,0.3,"Knowlton","New Jersey",2520,265,"2000-3000"
"28030",28030,295614,"for_sale",3,1,1.61,"Stillwater","New Jersey",1232,199,"1000-2000"
"28031",28031,295616,"for_sale",2,2,0.2,"Stillwater","New Jersey",1584,299.9,"1000-2000"
"28032",28032,295622,"for_sale",3,2,0.53,"New Hampton","New York",1257,255,"1000-2000"
"28033",28033,295652,"for_sale",4,3,0.53,"Stillwater","New Jersey",2400,435,"2000-3000"
"28034",28034,295680,"for_sale",3,2,0.06,"Mansfield","New Jersey",1717,250,"1000-2000"
"28035",28035,295682,"for_sale",2,1,0.53,"Mansfield","New Jersey",729,210,"<1000"
"28036",28036,295684,"for_sale",2,2,0.05,"Independence Township","New Jersey",1624,289,"1000-2000"
"28037",28037,295685,"for_sale",2,2,0.06,"Independence Township","New Jersey",1624,310,"1000-2000"
"28038",28038,295687,"for_sale",5,3,0.91,"Mansfield","New Jersey",3285,670,"3000-4000"
"28039",28039,295690,"for_sale",4,3,0.31,"Mount Olive Township","New Jersey",2288,630,"2000-3000"
"28040",28040,295699,"for_sale",4,3,0.12,"Mount Olive Township","New Jersey",2074,425,"2000-3000"
"28041",28041,295706,"for_sale",2,2,0.01,"Independence Township","New Jersey",1484,274.5,"1000-2000"
"28042",28042,295713,"for_sale",5,4,0.58,"Washington Township","New Jersey",3300,625,"3000-4000"
"28043",28043,295717,"for_sale",4,3,0.06,"Hackettstown","New Jersey",2482,350,"2000-3000"
"28044",28044,295746,"for_sale",4,2,0.22,"Hackettstown","New Jersey",1768,399,"1000-2000"
"28045",28045,295749,"for_sale",4,2,0.32,"Independence Township","New Jersey",2532,285,"2000-3000"
"28046",28046,295751,"for_sale",2,1,0.25,"Independence Township","New Jersey",1016,179.9,"1000-2000"
"28047",28047,295753,"for_sale",4,4,0.14,"Oxford","New Jersey",1904,325,"1000-2000"
"28048",28048,295754,"for_sale",3,3,1.14,"Lower Mt Bethel Township","Pennsylvania",1865,279.9,"1000-2000"
"28049",28049,295756,"for_sale",3,1,0.56,"East Stroudsburg","Pennsylvania",1050,129.9,"1000-2000"
"28050",28050,295757,"for_sale",3,1,0.22,"Bangor","Pennsylvania",1011,160,"1000-2000"
"28051",28051,295758,"for_sale",5,2,0.14,"Belvidere","New Jersey",2300,219.9,"2000-3000"
"28052",28052,295759,"for_sale",3,1,0.24,"Belvidere","New Jersey",1808,239.9,"1000-2000"
"28053",28053,295761,"for_sale",2,3,0.03,"Stroudsburg","Pennsylvania",1230,189.9,"1000-2000"
"28054",28054,295762,"for_sale",6,2,0.17,"Washington","New Jersey",2136,359,"2000-3000"
"28055",28055,295763,"for_sale",3,2,0.13,"East Stroudsburg","Pennsylvania",1306,259.9,"1000-2000"
"28056",28056,295764,"for_sale",3,1,0.09,"Bangor","Pennsylvania",904,135.9,"<1000"
"28057",28057,295766,"for_sale",2,2,0.02,"Stroudsburg","Pennsylvania",1166,171.5,"1000-2000"
"28058",28058,295768,"for_sale",4,2,0.15,"Bangor","Pennsylvania",2088,189.9,"2000-3000"
"28059",28059,295769,"for_sale",3,1,0.64,"Oxford","New Jersey",1236,289,"1000-2000"
"28060",28060,295770,"for_sale",4,3,0.27,"Stroudsburg","Pennsylvania",2646,394.5,"2000-3000"
"28061",28061,295772,"for_sale",3,2,0.24,"Stroud Township","Pennsylvania",1161,285,"1000-2000"
"28062",28062,295778,"for_sale",9,9,0.77,"Denville","New Jersey",6411,1449.999,"6000-7000"
"28063",28063,295783,"for_sale",4,3,0.15,"Denville","New Jersey",2404,775,"2000-3000"
"28064",28064,295791,"for_sale",3,3,0.15,"Mount Olive Township","New Jersey",3140,950,"3000-4000"
"28065",28065,295798,"for_sale",2,4,0.05,"Washington Township","New Jersey",1483,250,"1000-2000"
"28066",28066,295801,"for_sale",5,4,0.37,"Hackettstown","New Jersey",3270,489.9,"3000-4000"
"28067",28067,295802,"for_sale",4,3,0.14,"Hackettstown","New Jersey",3656,440,"3000-4000"
"28068",28068,295803,"for_sale",5,4,2,"Independence Township","New Jersey",3076,665,"3000-4000"
"28069",28069,295804,"for_sale",4,4,0.18,"Allamuchy Township","New Jersey",2450,599.9,"2000-3000"
"28070",28070,295808,"for_sale",3,2,0.26,"Jefferson Township","New Jersey",1316,349,"1000-2000"
"28071",28071,295816,"for_sale",4,4,0.27,"Hopatcong","New Jersey",2000,875,"1000-2000"
"28072",28072,295823,"for_sale",4,3,0.4,"Bushkill","Pennsylvania",2661,349,"2000-3000"
"28073",28073,295838,"for_sale",3,3,0.48,"Greeley","Pennsylvania",2200,199,"2000-3000"
"28074",28074,295839,"for_sale",3,2,1.04,"Milford","Pennsylvania",3220,270,"3000-4000"
"28075",28075,295854,"for_sale",4,3,0.85,"East Stroudsburg","Pennsylvania",2107,449.9,"2000-3000"
"28076",28076,295855,"for_sale",3,3,0.32,"East Stroudsburg","Pennsylvania",1350,245,"1000-2000"
"28077",28077,295857,"for_sale",1,2,0.15,"Bangor","Pennsylvania",2800,219.9,"2000-3000"
"28078",28078,295858,"for_sale",4,2,0.39,"Stroudsburg","Pennsylvania",2142,269,"2000-3000"
"28079",28079,295859,"for_sale",6,4,0.6,"Liberty Township","New Jersey",3300,165,"3000-4000"
"28080",28080,295860,"for_sale",3,1,0.05,"Washington","New Jersey",1398,169,"1000-2000"
"28081",28081,295861,"for_sale",4,3,0.15,"Stroudsburg","Pennsylvania",2808,470,"2000-3000"
"28082",28082,295872,"for_sale",3,2,0.66,"Bushkill","Pennsylvania",1800,159.9,"1000-2000"
"28083",28083,295873,"for_sale",5,7,1.69,"East Stroudsburg","Pennsylvania",5700,849,"5000-6000"
"28084",28084,295874,"for_sale",3,3,0.9,"East Stroudsburg","Pennsylvania",3182,189,"3000-4000"
"28085",28085,295875,"for_sale",3,2,0.85,"East Stroudsburg","Pennsylvania",1509,139.995,"1000-2000"
"28086",28086,295876,"for_sale",3,1,0.69,"Shohola","Pennsylvania",4632,169,"4000-5000"
"28087",28087,295877,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2200,394.9,"2000-3000"
"28088",28088,295878,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2156,449,"2000-3000"
"28089",28089,295881,"for_sale",5,5,0.6,"East Stroudsburg","Pennsylvania",6300,874.999,"6000-7000"
"28090",28090,295882,"for_sale",5,4,1.5,"Hawley","Pennsylvania",5138,625,"5000-6000"
"28091",28091,295883,"for_sale",3,2,0.29,"Bushkill","Pennsylvania",2700,200,"2000-3000"
"28092",28092,295885,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2156,357.9,"2000-3000"
"28093",28093,295886,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2156,367.9,"2000-3000"
"28094",28094,295887,"for_sale",3,3,0.06,"Matamoras","Pennsylvania",2156,394.9,"2000-3000"
"28095",28095,295888,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2200,382.9,"2000-3000"
"28096",28096,295890,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2156,342.9,"2000-3000"
"28097",28097,295892,"for_sale",3,2,0.46,"Bushkill","Pennsylvania",1120,129.9,"1000-2000"
"28098",28098,295893,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2156,515,"2000-3000"
"28099",28099,295895,"for_sale",2,1,0.39,"Dingmans Ferry","Pennsylvania",1677,119.9,"1000-2000"
"28100",28100,295897,"for_sale",3,2,0.3,"Dingmans Ferry","Pennsylvania",1656,194.9,"1000-2000"
"28101",28101,295898,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2200,357.9,"2000-3000"
"28102",28102,295900,"for_sale",3,3,0.06,"Matamoras","Pennsylvania",2156,357.9,"2000-3000"
"28103",28103,295902,"for_sale",4,3,1.54,"Bushkill","Pennsylvania",2338,515,"2000-3000"
"28104",28104,295904,"for_sale",2,1,0.51,"Bushkill","Pennsylvania",816,106,"<1000"
"28105",28105,295905,"for_sale",3,3,0.4,"Milford","Pennsylvania",2692,209.9,"2000-3000"
"28106",28106,295906,"for_sale",3,2,0.58,"Lords Valley","Pennsylvania",2174,279,"2000-3000"
"28107",28107,295907,"for_sale",2,1,0.44,"Bushkill","Pennsylvania",800,114.5,"<1000"
"28108",28108,295909,"for_sale",3,2,1.23,"Milford","Pennsylvania",4116,424,"4000-5000"
"28109",28109,295910,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2156,399.9,"2000-3000"
"28110",28110,295911,"for_sale",7,5,1.07,"East Stroudsburg","Pennsylvania",5450,648,"5000-6000"
"28111",28111,295912,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2200,399.9,"2000-3000"
"28112",28112,295913,"for_sale",3,3,0.04,"East Stroudsburg","Pennsylvania",3178,125,"3000-4000"
"28113",28113,295917,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2200,367.9,"2000-3000"
"28114",28114,295920,"for_sale",3,2,0.11,"Port Jervis","New York",1414,165,"1000-2000"
"28115",28115,295921,"for_sale",4,3,0.72,"Bushkill","Pennsylvania",2354,237,"2000-3000"
"28116",28116,295922,"for_sale",3,2,0.32,"Milford","Pennsylvania",2496,245,"2000-3000"
"28117",28117,295923,"for_sale",3,2,0.47,"Hawley","Pennsylvania",1474,185,"1000-2000"
"28118",28118,295924,"for_sale",4,2,0.75,"Dingmans Ferry","Pennsylvania",2644,200,"2000-3000"
"28119",28119,295925,"for_sale",4,3,0.56,"Tamiment","Pennsylvania",3126,349.999,"3000-4000"
"28120",28120,295926,"for_sale",2,1,0.36,"Dingmans Ferry","Pennsylvania",912,250,"<1000"
"28121",28121,295929,"for_sale",3,2,0.14,"Matamoras","Pennsylvania",1922,160,"1000-2000"
"28122",28122,295930,"for_sale",3,1,1,"Dingmans Ferry","Pennsylvania",1728,139.9,"1000-2000"
"28123",28123,295931,"for_sale",4,3,0.11,"Port Jervis","New York",1903,89,"1000-2000"
"28124",28124,295932,"for_sale",3,2,0.43,"Bushkill","Pennsylvania",1204,199,"1000-2000"
"28125",28125,295933,"for_sale",5,3,1,"Bushkill","Pennsylvania",2270,299,"2000-3000"
"28126",28126,295934,"for_sale",4,2,1.72,"Independence Township","New Jersey",2200,269.9,"2000-3000"
"28127",28127,295936,"for_sale",3,2,1.48,"Milford","Pennsylvania",4250,545,"4000-5000"
"28128",28128,295937,"for_sale",3,2,0.43,"Milford","Pennsylvania",1900,424.9,"1000-2000"
"28129",28129,295938,"for_sale",3,2,0.56,"Dingmans Ferry","Pennsylvania",1562,139.999,"1000-2000"
"28130",28130,295939,"for_sale",3,2,0.87,"Tamiment","Pennsylvania",1497,189,"1000-2000"
"28131",28131,295940,"for_sale",2,2,0.45,"Greeley","Pennsylvania",1360,234.9,"1000-2000"
"28132",28132,295941,"for_sale",4,3,0.9,"Bushkill","Pennsylvania",1624,200,"1000-2000"
"28133",28133,295942,"for_sale",2,1,0.19,"Dingmans Ferry","Pennsylvania",1904,182,"1000-2000"
"28134",28134,295943,"for_sale",3,3,0.04,"East Stroudsburg","Pennsylvania",2091,215,"2000-3000"
"28135",28135,295946,"for_sale",3,2,0.54,"Lords Valley","Pennsylvania",1150,179,"1000-2000"
"28136",28136,295948,"for_sale",2,2,0.64,"Lords Valley","Pennsylvania",1700,299,"1000-2000"
"28137",28137,295950,"for_sale",4,3,1.16,"Milford","Pennsylvania",3656,420,"3000-4000"
"28138",28138,295951,"for_sale",3,2,0.01,"East Stroudsburg","Pennsylvania",1380,129,"1000-2000"
"28139",28139,295953,"for_sale",4,4,0.5,"Mount Bethel","Pennsylvania",2149,250,"2000-3000"
"28140",28140,295954,"for_sale",2,3,0.06,"Matamoras","Pennsylvania",2200,500,"2000-3000"
"28141",28141,295957,"for_sale",2,1,0.1,"Shohola","Pennsylvania",600,39.9,"<1000"
"28142",28142,295958,"for_sale",2,1,0.25,"Dingmans Ferry","Pennsylvania",760,110,"<1000"
"28143",28143,295960,"for_sale",3,2,0.3,"Dingmans Ferry","Pennsylvania",620,165,"<1000"
"28144",28144,295961,"for_sale",3,1,0.33,"Milford","Pennsylvania",1420,105,"1000-2000"
"28145",28145,295962,"for_sale",3,2,0.15,"Matamoras","Pennsylvania",2640,349,"2000-3000"
"28146",28146,295963,"for_sale",4,3,0.28,"Bushkill","Pennsylvania",2512,240,"2000-3000"
"28147",28147,295964,"for_sale",3,3,0.4,"Bushkill","Pennsylvania",1260,134.85,"1000-2000"
"28148",28148,295965,"for_sale",3,3,0.41,"Bushkill","Pennsylvania",2100,265,"2000-3000"
"28149",28149,295966,"for_sale",4,2,0.23,"Matamoras","Pennsylvania",2430,299.5,"2000-3000"
"28150",28150,295967,"for_sale",3,4,0.25,"Dingmans Ferry","Pennsylvania",2595,299.5,"2000-3000"
"28151",28151,295968,"for_sale",3,3,1.23,"Lords Valley","Pennsylvania",2650,333,"2000-3000"
"28152",28152,295970,"for_sale",6,6,1.72,"Eldred","New York",3216,1800,"3000-4000"
"28153",28153,295973,"for_sale",3,4,1.55,"Milford","Pennsylvania",4743,599,"4000-5000"
"28154",28154,295974,"for_sale",3,3,0.02,"East Stroudsburg","Pennsylvania",1881,398.9,"1000-2000"
"28155",28155,295976,"for_sale",4,4,0.4,"Montague","New Jersey",2650,300,"2000-3000"
"28156",28156,295978,"for_sale",4,3,0.45,"East Stroudsburg","Pennsylvania",2891,364,"2000-3000"
"28157",28157,295979,"for_sale",3,1,0.4,"Dingmans Ferry","Pennsylvania",900,98,"<1000"
"28158",28158,295980,"for_sale",3,2,0.57,"East Stroudsburg","Pennsylvania",2080,209,"2000-3000"
"28159",28159,295981,"for_sale",3,2,0.96,"Port Jervis","New York",1309,249.9,"1000-2000"
"28160",28160,295983,"for_sale",4,4,0.85,"Bushkill","Pennsylvania",2192,299.9,"2000-3000"
"28161",28161,295984,"for_sale",3,3,0.42,"East Stroudsburg","Pennsylvania",2101,399.9,"2000-3000"
"28162",28162,295985,"for_sale",4,3,0.35,"East Stroudsburg","Pennsylvania",2322,479.9,"2000-3000"
"28163",28163,295986,"for_sale",3,2,0.45,"Bushkill","Pennsylvania",1880,399,"1000-2000"
"28164",28164,295987,"for_sale",5,1,0.64,"Eldred","New York",1688,349.9,"1000-2000"
"28165",28165,295991,"for_sale",3,2,0.52,"Smallwood","New York",2100,190,"2000-3000"
"28166",28166,295992,"for_sale",2,2,1.47,"Milford","Pennsylvania",1956,165,"1000-2000"
"28167",28167,295993,"for_sale",3,1,0.23,"Port Jervis","New York",1200,155,"1000-2000"
"28168",28168,295994,"for_sale",2,2,0.28,"Matamoras","Pennsylvania",1804,169,"1000-2000"
"28169",28169,295996,"for_sale",2,1,0.41,"Matamoras","Pennsylvania",1800,225,"1000-2000"
"28170",28170,295997,"for_sale",4,1,1,"Glen Spey","New York",800,119,"<1000"
"28171",28171,295999,"for_sale",2,2,0.04,"Bushkill","Pennsylvania",1050,115,"1000-2000"
"28172",28172,296000,"for_sale",5,5,0.35,"Pond Eddy","New York",5204,598.5,"5000-6000"
"28173",28173,296001,"for_sale",4,3,1.36,"Smallwood","New York",2880,409.9,"2000-3000"
"28174",28174,296003,"for_sale",2,2,0.46,"Dingmans Ferry","Pennsylvania",1652,235,"1000-2000"
"28175",28175,296004,"for_sale",4,2,0.54,"Stroudsburg","Pennsylvania",2250,239.5,"2000-3000"
"28176",28176,296005,"for_sale",3,3,0.57,"Dingmans Ferry","Pennsylvania",2048,265,"2000-3000"
"28177",28177,296007,"for_sale",4,4,0.27,"East Stroudsburg","Pennsylvania",2232,309.963,"2000-3000"
"28178",28178,296008,"for_sale",4,3,1.28,"Sparrow Bush","New York",2154,349,"2000-3000"
"28179",28179,296010,"for_sale",3,2,0.28,"Mount Bethel","Pennsylvania",2350,259,"2000-3000"
"28180",28180,296013,"for_sale",2,1,0.95,"Sparrow Bush","New York",1344,99,"1000-2000"
"28181",28181,296014,"for_sale",2,1,0.11,"Shohola","Pennsylvania",700,45,"<1000"
"28182",28182,296015,"for_sale",4,1,0.33,"Bushkill","Pennsylvania",1040,162,"1000-2000"
"28183",28183,296016,"for_sale",2,1,0.11,"Shohola","Pennsylvania",700,75,"<1000"
"28184",28184,296017,"for_sale",2,1,0.11,"Shohola","Pennsylvania",700,43.9,"<1000"
"28185",28185,296018,"for_sale",4,3,0.04,"Bushkill","Pennsylvania",2500,349.9,"2000-3000"
"28186",28186,296019,"for_sale",5,3,0.75,"Dingmans Ferry","Pennsylvania",2538,220,"2000-3000"
"28187",28187,296020,"for_sale",3,2,0.35,"Bushkill","Pennsylvania",1770,235.9,"1000-2000"
"28188",28188,296021,"for_sale",2,1,0.87,"Narrowsburg","New York",537,129.995,"<1000"
"28189",28189,296022,"for_sale",2,1,0.11,"Smallwood","New York",472,79,"<1000"
"28190",28190,296023,"for_sale",3,1,0.5,"Smallwood","New York",1176,159.9,"1000-2000"
"28191",28191,296024,"for_sale",3,1,0.05,"Port Jervis","New York",1251,125.5,"1000-2000"
"28192",28192,296025,"for_sale",4,3,0.43,"Tamiment","Pennsylvania",2289,279,"2000-3000"
"28193",28193,296028,"for_sale",3,3,0.56,"Lords Valley","Pennsylvania",5956,599,"5000-6000"
"28194",28194,296030,"for_sale",4,2,1.13,"East Stroudsburg","Pennsylvania",2100,279.9,"2000-3000"
"28195",28195,296031,"for_sale",3,2,1.09,"Milford","Pennsylvania",4521,447.5,"4000-5000"
"28196",28196,296032,"for_sale",3,1,0.32,"Dingmans Ferry","Pennsylvania",960,148.4,"<1000"
"28197",28197,296034,"for_sale",3,3,1.03,"Milford","Pennsylvania",3024,370,"3000-4000"
"28198",28198,296035,"for_sale",3,3,1.1,"Bushkill","Pennsylvania",2464,269.5,"2000-3000"
"28199",28199,296036,"for_sale",3,1,0.24,"Matamoras","Pennsylvania",1134,219,"1000-2000"
"28200",28200,296038,"for_sale",4,4,0.27,"Bushkill","Pennsylvania",2788,285,"2000-3000"
"28201",28201,296039,"for_sale",1,1,0.1,"Shohola","Pennsylvania",600,24.888,"<1000"
"28202",28202,296040,"for_sale",2,1,0.72,"Port Jervis","New York",1222,265.9,"1000-2000"
"28203",28203,296041,"for_sale",4,2,0.11,"Port Jervis","New York",2409,335,"2000-3000"
"28204",28204,296042,"for_sale",2,2,0.01,"East Stroudsburg","Pennsylvania",1782,119.9,"1000-2000"
"28205",28205,296043,"for_sale",3,2,0.68,"Milford","Pennsylvania",2480,409,"2000-3000"
"28206",28206,296044,"for_sale",3,4,0.29,"East Stroudsburg","Pennsylvania",2815,350,"2000-3000"
"28207",28207,296045,"for_sale",4,3,0.53,"Bushkill","Pennsylvania",1736,350,"1000-2000"
"28208",28208,296047,"for_sale",3,2,0.78,"East Stroudsburg","Pennsylvania",872,189.9,"<1000"
"28209",28209,296048,"for_sale",3,1,0.25,"East Stroudsburg","Pennsylvania",1408,195,"1000-2000"
"28210",28210,296049,"for_sale",3,3,0.28,"Dingmans Ferry","Pennsylvania",1800,250,"1000-2000"
"28211",28211,296050,"for_sale",5,3,0.34,"Bushkill","Pennsylvania",2326,284.9,"2000-3000"
"28212",28212,296051,"for_sale",5,3,1.2,"Bushkill","Pennsylvania",2372,379,"2000-3000"
"28213",28213,296052,"for_sale",3,2,0.61,"Lords Valley","Pennsylvania",2452,349.5,"2000-3000"
"28214",28214,296053,"for_sale",3,3,1.03,"Milford","Pennsylvania",2744,404.9,"2000-3000"
"28215",28215,296056,"for_sale",3,2,0.19,"Matamoras","Pennsylvania",3664,249.999,"3000-4000"
"28216",28216,296057,"for_sale",2,1,0.17,"Smallwood","New York",1133,165,"1000-2000"
"28217",28217,296058,"for_sale",3,3,1,"Lords Valley","Pennsylvania",3054,285,"3000-4000"
"28218",28218,296060,"for_sale",2,1,0.11,"Port Jervis","New York",980,159,"<1000"
"28219",28219,296061,"for_sale",6,5,0.32,"Pike County","Pennsylvania",4732,329,"4000-5000"
"28220",28220,296063,"for_sale",5,2,0.08,"Port Jervis","New York",1696,225,"1000-2000"
"28221",28221,296064,"for_sale",4,3,0.2,"Monticello","New York",2288,279,"2000-3000"
"28222",28222,296066,"for_sale",4,3,0.37,"Bushkill","Pennsylvania",2218,350,"2000-3000"
"28223",28223,296069,"for_sale",5,2,0.47,"Bushkill","Pennsylvania",1733,240,"1000-2000"
"28224",28224,296070,"for_sale",3,2,1.08,"Lords Valley","Pennsylvania",1439,259,"1000-2000"
"28225",28225,296075,"for_sale",3,1,1.23,"Shohola","Pennsylvania",3052,232,"3000-4000"
"28226",28226,296077,"for_sale",2,1,0.11,"Matamoras","Pennsylvania",2457,184.9,"2000-3000"
"28227",28227,296078,"for_sale",3,2,0.31,"Dingmans Ferry","Pennsylvania",1456,235,"1000-2000"
"28228",28228,296079,"for_sale",4,3,0.4,"Bushkill","Pennsylvania",3158,329,"3000-4000"
"28229",28229,296080,"for_sale",2,1,0.28,"East Stroudsburg","Pennsylvania",1200,179.9,"1000-2000"
"28230",28230,296083,"for_sale",2,1,0.67,"Huguenot","New York",1014,229,"1000-2000"
"28231",28231,296084,"for_sale",3,2,1.04,"Milford","Pennsylvania",2196,425,"2000-3000"
"28232",28232,296085,"for_sale",4,2,0.71,"Dingmans Ferry","Pennsylvania",1970,249.999,"1000-2000"
"28233",28233,296086,"for_sale",4,3,0.66,"Bushkill","Pennsylvania",1628,337,"1000-2000"
"28234",28234,296087,"for_sale",3,2,0.27,"Dingmans Ferry","Pennsylvania",1550,229.9,"1000-2000"
"28235",28235,296088,"for_sale",4,2,0.45,"Milford","Pennsylvania",1817,275,"1000-2000"
"28236",28236,296089,"for_sale",4,6,1.54,"White Township","New Jersey",4628,670,"4000-5000"
"28237",28237,296090,"for_sale",2,1,0.38,"Milford","Pennsylvania",884,199,"<1000"
"28238",28238,296091,"for_sale",4,3,0.7,"Bushkill","Pennsylvania",2629,329,"2000-3000"
"28239",28239,296092,"for_sale",5,2,0.34,"Bushkill","Pennsylvania",2112,549,"2000-3000"
"28240",28240,296093,"for_sale",4,2,0.3,"Dingmans Ferry","Pennsylvania",1140,245,"1000-2000"
"28241",28241,296094,"for_sale",4,3,1.13,"Milford","Pennsylvania",2750,449,"2000-3000"
"28242",28242,296096,"for_sale",2,1,0.12,"Milford","Pennsylvania",448,50,"<1000"
"28243",28243,296097,"for_sale",3,3,0.79,"Greeley","Pennsylvania",2392,275,"2000-3000"
"28244",28244,296098,"for_sale",2,1,0.44,"Glen Spey","New York",720,86,"<1000"
"28245",28245,296099,"for_sale",4,3,0.98,"East Stroudsburg","Pennsylvania",1798,328.8,"1000-2000"
"28246",28246,296100,"for_sale",4,4,1.1,"East Stroudsburg","Pennsylvania",9700,774.9,"9000-10000"
"28247",28247,296102,"for_sale",3,2,1.03,"Milford","Pennsylvania",2688,239,"2000-3000"
"28248",28248,296103,"for_sale",4,4,0.77,"Ny","New York",3410,425,"3000-4000"
"28249",28249,296104,"for_sale",3,2,0.3,"East Stroudsburg","Pennsylvania",1450,189.9,"1000-2000"
"28250",28250,296106,"for_sale",1,1,0.1,"Shohola","Pennsylvania",700,38,"<1000"
"28251",28251,296108,"for_sale",3,2,0.35,"Bushkill","Pennsylvania",1152,192,"1000-2000"
